Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
Classe;41.969.537/0001-41;2024-06-01;1;2024-09-02;ANGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-06-15;INVESTIDOR PROFISSIONAL;BR0ALPCTF000;28111779.3657097;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;N;S;N;N;S;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;;www.planner.com.br;inforegulatorio@planner.com.br
Classe;41.978.140/0001-16;2024-12-01;1;2025-03-28;VBI RENDA PREFERENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-08-24;INVESTIDOR PROFISSIONAL;BR0IWOCTF003;957266;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;41.978.154/0001-30;2024-12-01;1;2025-03-31;VINCI OPORTUNIDADE RESIDENCIAL FII;2024-03-15;INVESTIDOR PROFISSIONAL;;390500;N;N;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2030-03-15;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;41.978.168/0001-53;2024-12-01;1;2025-03-18;BARZEL BLP FII RESPONSABILIDADE LIMITADA;2021-08-18;INVESTIDORES EM GERAL;;2639597.63;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;OURIBANK S.A. BANCO MULTIPLO;78632767000120;Av. Paulista;1728;Sobreloja, 2º ao 4º, 5º e 7º andares;Bela Vista;São Paulo;SP;01310-919;4081-4576;4081-4402;4081-4444;https://www.ouribank.com/;fundos.imobiliarios@ourinvest.com.br
Classe;42.031.201/0001-04;2024-12-01;2;2025-04-01;INSTANT RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-09-17;INVESTIDOR QUALIFICADO;0;591860.26217713;N;N;Híbrido;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;34829992000186;Av Faria Lima;2277;17º andar;Vila Olímpia;São Paulo;SP;01452000;35141300;;;www.reag.com.br;compliance@reag.com.br
Classe;42.066.916/0001-94;2024-12-01;1;2025-03-25;FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CARTEIRA IMOBILIÁRIA;2022-03-16;INVESTIDORES EM GERAL;BRCXCICTF005;2057726;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;CAIXA ECONOMICA FEDERAL;00360305000104;Avenda Paulista;750;9º Andar;Cerqueira Cesar;São Paulo;SP;01310-908;(11)3572-4625;;;www.caixa.gov.br;geafi06@caixa.gov.br
Classe;42.085.661/0001-07;2024-12-01;1;2025-03-31;JS ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-10-27;INVESTIDORES EM GERAL;BRJSAFCTF000;77523290;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO J SAFRA S.A;03017677000120;AV PAULISTA;2150;;BELA VISTA;SÃO PAULO;SP;01311-300;0300 105 1234;0800 722 5755;;https://www.safra.com.br/safra-asset/fundo-imobiliario/jsaf11.htm;SAFRA.ASSET@SAFRA.COM.BR
Classe;42.273.236/0001-41;2024-12-01;1;2025-03-28;TELLUS DESENVOLVIMENTO RESIDENCIAL FII;2022-09-19;INVESTIDOR PROFISSIONAL;;228809.99490246;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;42.273.290/0001-97;2024-12-01;1;2025-03-31;OPPORTUNITY BALASSIANO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-10-01;INVESTIDOR QUALIFICADO;BROBALCTF020;141279;N;N;Desenvolvimento para Venda;Residencial;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;42.273.325/0001-98;2024-12-01;1;2025-03-31;KILIMA VOLKANO RECEBIVEIS IMOBILIARIOS FII;2021-12-03;INVESTIDOR PROFISSIONAL;BRKIVOCTF007;2222736;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;42273325000198;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;42.405.905/0001-91;2024-06-01;1;2024-09-27;FG AGRO FI NAS CADEIAS PROD AGROIND FIAGRO IMOBILIARIO;2022-01-04;INVESTIDORES EM GERAL;BRFGAACTF004;45081449;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;42.408.956/0001-77;2024-12-01;1;2025-03-25;PORT2 FUNDO DE INVESTIMENTO IMOBILIARIO;2022-12-30;INVESTIDOR PROFISSIONAL;;3124115.8352;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;42408956000177;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;42.432.327/0001-82;2024-06-01;1;2024-09-27;NAVI RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIARIO;2021-08-13;INVESTIDORES EM GERAL;BRAPTOCTF007;4612227;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;BRL TRUST DTVM S.A;42432327000182;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;42.463.823/0001-01;2024-12-01;1;2025-03-31;XP EXETER II DESENVOLVIMENTO LOGISTICO - FII;2021-10-07;INVESTIDOR QUALIFICADO E PROFISSIONAL;;176140.56626592;N;N;Desenvolvimento para Venda;Logística;Ativa;Determinado;2021-06-08;31/12;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;42463823000101;Avenida das Américas;3434;Bloco 07, sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640102;21 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Fundo;42.479.593/0001-60;2024-06-01;1;2024-09-26;ITAÚ ASSET RURAL FIAGRO - IMOBILIÁRIO;2022-02-23;INVESTIDORES EM GERAL;BRRURAR01M16;160099509;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Classe;42.502.802/0001-40;2024-06-01;1;2024-08-29;KINEA CREDITAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2022-01-21;INVESTIDORES EM GERAL;BRKCRECTF009;36000000;N;N;Renda;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Fundo;42.502.827/0001-43;2024-06-01;1;2024-09-18;VECTIS DATAGRO CRÉD AGRONEGÓCIO FI NAS CADEIAS PROD AGRO IMO;2021-12-29;INVESTIDORES EM GERAL;BRVCRACTF004;4593919;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Fundo;42.502.842/0001-91;2024-06-01;1;2024-08-23;RBR PREMIUM RECEBÍVEIS IMOB FUNDO INVESTIMENTO IMOBILIÁRIO;2022-02-02;INVESTIDORES EM GERAL;BRRPRICTF007;3471728;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Classe;42.516.999/0001-76;2024-12-01;1;2025-01-31;BRAY REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIARIO;2022-12-08;INVESTIDOR PROFISSIONAL;BR0EBWCTF009;17446955.6695726;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;inforegulatorio@planner.com.br
Classe;42.517.145/0001-04;2024-12-01;1;2025-01-31;ARAGUAIA FII RESPONSABILIDADE LIMITADA;2024-02-21;INVESTIDOR PROFISSIONAL;BR0IHZCTF000;5288.0065847;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;PLANNER CORRETORA DE VALORES S.A.;42517145000104;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;inforegulatorio@planner.com.br
Classe;42.537.438/0001-53;2024-06-01;1;2024-09-26;NCH RECEBIVEIS DO AGRONEGOCIO FIAGRO IMOBILIARIO;2021-11-30;INVESTIDORES EM GERAL;BRNCRACTF001;4459952;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;42.537.492/0001-07;2024-06-01;1;2024-09-26;FUNDO DE INSVESTIMENTO IMOBILIARIO PRIME OFFICES III;2021-10-04;INVESTIDOR QUALIFICADO;;650000;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;42.537.540/0001-59;2024-06-01;1;2024-08-28;FUNDO DE INVESTIMENTO IMOBILIÁRIO - BRICK 80;2021-10-08;INVESTIDOR PROFISSIONAL;BR0AJUCTF004;301981.98;S;N;Renda;Híbrido;Passiva;Indeterminado;;30/06;S;S;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;5º andar - parte;Botafogo;Rio de Janeiro;RJ;22250040;(21) 3262-9600;;;https://www.btgpactual.com/;ol-reguladores@btgpactual.com
Classe;42.537.579/0001-76;2024-06-01;1;2024-09-26;CAPITANIA AGRO STRATEGIES - FIAGRO-IMOBILIARIO;2022-03-16;INVESTIDORES EM GERAL;BRCPTRCTF014;41380060;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;42.537.601/0001-88;2024-06-01;1;2024-09-25;SPECIALE REAL ESTATE DEVELOPMENT FII;2021-12-15;INVESTIDOR PROFISSIONAL;BR0G1UCTF009;469874;S;N;Desenvolvimento para Venda;Híbrido;Ativa;Determinado;2029-12-07;30/06;N;S;N;S;N;BANCO DAYCOVAL S/A;62232889000190;AV. PAULISTA;1793;2° andar;Bela Vista;São Paulo;SP;01311200;(11) 3138-0921;;;www.daycoval.com.br;middlesmc@bancodaycoval.com.br
Classe;42.592.257/0001-20;2024-12-01;1;2025-03-26;BB FUNDO DE INVESTIMENTO DE CRÉDITO FIAGRO-IMOBILIÁRIO;2021-12-17;INVESTIDORES EM GERAL;BRBBGOCTF002;4005164;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BB GESTAO DE RECURSOS DTVM S.A.;30822936000169;Av República do Chile;330;7º e 8º andares Torre Oeste;Centro;Rio de Janeiro;RJ;20031170;021-3808-7500;;;www.bb.com.br;bbdtvm@bb.com.br
Fundo;42.592.476/0001-09;2024-06-01;1;2024-09-27;LESTE FIAGRO IMOBILIÁRIO;2020-12-16;INVESTIDOR PROFISSIONAL;BRLSAGCTF004;1009334;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;30/06;S;N;N;S;N;BANCO GENIAL S.A;45246410000155;PR DE BOTAFOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;1132068000;2139233000;;WWW.BANCOGENIAL.COM;MIDDLEADM@GENIAL.COM.VC
Classe;42.592.868/0001-78;2024-12-01;1;2025-03-28;PGP FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2022-06-01;INVESTIDOR QUALIFICADO;;46420000;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A;45246410000155;PRAIA DE BOTAFOGO;228;SALA 907;BOTAGOGO;RIO DE JANEIRO;RJ;22250040;113206-8000;(21) 3293-3001;;WWW.BANCOGENIAL.COM;MIDDLEADM@GENIAL.COM.VC
Classe;42.592.916/0001-28;2024-12-01;1;2025-03-31;FUNDO DE INVESTIMENTO IMOBILIARIO BIG BOX;2022-08-17;INVESTIDORES EM GERAL;BR0DLECTF008;31937107.53;N;N;Híbrido;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;22610500000188;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;42.628.319/0001-06;2024-12-01;1;2025-03-31;WITEX FII RESPONSABILIDADE LIMITADA;2023-12-28;INVESTIDOR PROFISSIONAL;N/A;2044123767.31225;S;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;S;N;BANCO GENIAL S.A.;45246410000155;PR DE BOTAFOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22250040;1132068000;2139233000;;WWW.BANCOGENIAL.COM;MIDDLEADM@GENIAL.COM
Fundo;42.692.399/0001-69;2024-06-01;1;2024-09-25;INTER AMERRA - FIAGRO - IMOBILIÁRIO;2023-06-28;INVESTIDORES EM GERAL;BRIAAGCTF008;5448766;N;N;Híbrido;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;18945670000146;Avenida Barbacena;1219;21;Santo Agostinho;Belo Horizonte;MG;30190131;(31) 3614-5332;;;https://www.bancointer.com.br/inter-dtvm/;ri.fii@interdtvm.com.br
Classe;42.737.059/0001-07;2024-06-01;1;2024-09-19;KINEA PREMIUM PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-07-21;INVESTIDORES EM GERAL;BRKNPRCTF002;579911;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2026-07-21;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Classe;42.737.077/0001-99;2024-06-01;1;2024-09-26;ITAÚ TEMPUS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-11-10;INVESTIDORES EM GERAL;BRTMPSCTF003;978968;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2028-11-10;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Classe;42.754.342/0001-47;2024-06-01;1;2024-09-19;KINEA HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-02-07;INVESTIDORES EM GERAL;BRKNHFCTF004;19663235;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;4538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Classe;42.754.362/0001-18;2024-06-01;1;2024-08-29;KINEA UNIQUE HY CDI FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-12-15;INVESTIDORES EM GERAL;BR0EBICTF008;15312517;N;N;Renda;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Classe;42.869.853/0001-04;2024-12-01;1;2025-03-31;HIRE RESIDENCIAL I FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-09-20;INVESTIDORES EM GERAL;;468241.8656;N;N;Híbrido;Híbrido;Ativa;Determinado;2028-09-20;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1212;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
Classe;42.869.869/0001-17;2024-12-01;1;2025-03-18;BARZEL SP FII RESPONSABILIDADE LIMITADA.;2022-08-30;INVESTIDOR PROFISSIONAL;;1067620;N;N;Híbrido;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;OURIBANK S.A. BANCO MULTIPLO;78632767000120;Av. Paulista;1728;Sobreloja, 2º ao 4º, 5º e 7º andares;Bela Vista;São Paulo;SP;01310-919;4081-4576;4081-4402;4081-4444;https://www.ouribank.com/;fundos.imobiliarios@ourinvest.com.br
Classe;42.869.879/0001-52;2024-12-01;1;2025-03-26;JACARANDÁ 03 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-09-10;INVESTIDOR QUALIFICADO;;1088559.4366;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Determinado;2026-09-10;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;42.869.892/0001-01;2024-06-01;1;2024-09-27;BRIO REAL ESTATE IV - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-07-25;INVESTIDOR PROFISSIONAL;BRBIPDCTF001;79396;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-062023;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;42.888.292/0001-90;2024-06-01;1;2024-09-27;JGP CRÉDITO FIAGRO IMOBILIÁRIO;2021-11-23;INVESTIDORES EM GERAL;BRJGPXCTF006;2141248;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;BANCO DAYCOVAL S/A;62232889000190;AV. PAULISTA;1793;2° andar;Bela Vista;São Paulo;SP;01311200;(11) 3138-0921;(11) 3138-1678;(11) 3138-1678;www.daycoval.com.br;middlesmc@bancodaycoval.com.br
Classe;42.888.360/0001-11;2024-12-01;1;2025-03-28;DEVANT FIAGRO;2022-01-27;INVESTIDORES EM GERAL;BRDCRACTF002;6738905;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/12;S;N;N;S;N;BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;(11) 3563-4389;(11) 3563-4318;www.daycoval.com.br;informes.regulatorios@bancodaycoval.com.br
Classe;42.888.583/0001-89;2024-12-01;1;2025-03-28;MANATÍ CAPITAL HEDGE FUND FII;2022-05-26;INVESTIDORES EM GERAL;BRMANACTF006;37536140;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;S;N;S;N;BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;(11) 3563-4389;(11) 3563-4318;www.daycoval.com.br;informes.regulatorios@bancodaycoval.com.br
Classe;42.922.127/0001-08;2024-12-01;1;2025-03-28;DEVANT PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-05-05;INVESTIDORES EM GERAL;BRDPROCTF005;5003220;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;S;N;S;N;BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;(11) 3563-4389;(11) 3563-4318;www.daycoval.com.br;informes.regulatorios@bancodaycoval.com.br
Classe;42.923.317/0001-40;2024-12-01;1;2025-03-31;GHIA DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-29;INVESTIDOR PROFISSIONAL;29/09/2023;7429.52;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;22610500000188;Rua Gilberto Sabino;215;4º andar;Pinheiros;São Paulo;SP;5425020;11  30307177;;;www.vortx.com.br;regulatorio.funds@vortx.com.br
Classe;43.008.233/0001-43;2024-06-01;1;2024-09-26;BTG PACTUAL CREDITO PARA INCORPORACAO  FII FII;2022-10-31;INVESTIDORES EM GERAL;BR0D70CTF004;98041160;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;N;S;S;N;S;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;43.008.884/0001-33;2024-06-01;1;2024-09-27;FII FII MAUA PROPRIEDADES PARA INVESTIMENTO;2022-07-26;INVESTIDOR PROFISSIONAL;;245000;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;43.009.610/0001-69;2024-12-01;1;2025-03-28;RBR MALLS FII;2022-05-20;INVESTIDOR PROFISSIONAL;;1126425;N;N;Títulos e Valores Mobiliários;Shoppings;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3445;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;43.010.485/0001-07;2024-12-01;1;2025-03-28;FII APEX MALLS FII;2022-11-30;INVESTIDOR PROFISSIONAL;BRAPXMCTF003;2829142;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3445;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;43.010.543/0001-00;2024-12-01;1;2025-03-31;FII SPX SYN MULTIESTRATEGIA;2022-08-03;INVESTIDORES EM GERAL;BRSPXSCTF002;20189040;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3445;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;43.010.601/0001-98;2024-12-01;1;2025-03-28;CYRELA DESENVOLVIMENTO LOGISTICO FII;2022-06-21;INVESTIDOR QUALIFICADO;BRCYLDCTF005;1241847;N;N;Desenvolvimento para Venda;Logística;Ativa;Determinado;2029-05-30;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
